유저 이름,직업
Noah Draklor,BlackMage
Elanor Chan,Dragoon
Skyer Reyks,Samurai
Orion Scrimgeour,Dancer
Xael Serot,DarkKnight
Joman Farron,Gunbreaker
Amerasu Vhael,Scholar
Arkarzem Selea,WhiteMage
Nightfox Reltub,Monk
Anissa Bobbani,Machinist
Aura Valkyria,Dragoon
Livette Althaia,RedMage
Ardus Ryder,DarkKnight
Lieth Lowell,Gunbreaker
Jaypea Lafihna,WhiteMage
Shinryu Venrus,Astrologian
Mann Jager,Samurai
Sir Zantetsuken,Bard
Frida Fenmont,RedMage
Ani Kristoffdottir,Dancer
Luna L'ucille,Gunbreaker
Shade Xlll,Paladin
Tango Mango,Scholar
E'faran Lani,WhiteMage
Zephyr Heathcliff,BlackMage
Erik Belmont,Dragoon
Shelob Albarn,Dancer
Heart Breaker',Machinist
Kyosuke Dreemurr,DarkKnight
Lys Alanea,Warrior
Maya Dreemurr,WhiteMage
Callisto Betelgeuse,Astrologian
Shauna Olethros,BlackMage
Levi Hijiri,Monk
Obscurities Fade,Dragoon
Aneirin Soryari,Machinist
Armadillo Expert,Gunbreaker
Loving You,Paladin
Kuni Kossori,WhiteMage
Miss Estrogen,WhiteMage
Iterasai Gremory,Dragoon
Desudro Regashi,BlackMage
Aslan Sunshadow,Ninja
Ira Angelus,DarkKnight
Haterina Maddigan,Dancer
Littlest Guy,Astrologian
Nymass Regashi,WhiteMage
Tomo Chin,Samurai
Garioya Garigari,Dragoon
Felice Astrea,Machinist
T' Bone,Warrior
Mitsuoka Nyankororin,Gunbreaker
Sora Patrick,WhiteMage
Cona Tenkawa,Scholar
Isabella Icestar,Machinist
Kinitaki Miyuko,Monk
Aubrielle Wildhart,RedMage
Chani Snoogle,Ninja
Caim Du'vartha,Gunbreaker
Ultima Bithor,Gunbreaker
Mimi Mieli,WhiteMage
Kha'tan Moapaln,Scholar
Kiki Froechte,BlackMage
Eumaeus Highwind,Dragoon
Dashing Danny,Machinist
Jiilean Froechte,Summoner
Esmir Drachen,Paladin
Ashkit Kundalini,Warrior
Alice Love,Scholar
Mog Station,WhiteMage
Torumu Akam,Monk
Nanadi Nadi,BlackMage
Kokohito Pharma,Bard
Lie Dr,Dragoon
Tatu Rasbel,DarkKnight
Maya Tokizaki,Paladin
Einitikawakami Aimai,Scholar
Alisia Testarossa,WhiteMage
Prushka Bondrewd,Machinist
Kojiro Kenshin,Dragoon
Rias Fijah,Ninja
Jennifyre Dragneel,Summoner
Ivan Hyral,Gunbreaker
Atreus Dotharl,DarkKnight
Ray Krauser,WhiteMage
Lark Spur,Scholar
Ren A'mamiya,Dragoon
Eoiel Walker,Samurai
Krutz Blackadder,RedMage
Taba A'mamiya,Bard
Sydrian Lionheart,Gunbreaker
Des Novaris,Scholar
Valtemont Solainteau,DarkKnight
Zhara Novaris,WhiteMage
Chester Hydrargyrum,Monk
Lucy Fang,Dragoon
Yumi Amaya,Bard
Barzak Kahkol,RedMage
Dragas Belstaf,Paladin
Ren Matsuiwa,Gunbreaker
Meikura Honma,WhiteMage
Raine Sage',Astrologian
Sylvrene Sunkist,BlackMage
Ndroo Fleur,Machinist
Ryvne Nouville,Dragoon
Limisa Nepau,Summoner
Merdren Wyra'li,DarkKnight
Penguin Lord,Paladin
Zera Viridae,WhiteMage
Verdeamia Fleur,Scholar
Mini Mon,BlackMage
Qih'to Jaab,Summoner
Matrim Stormrider,Samurai
Saline Ballader,Dancer
Kurami Aishengaki,Gunbreaker
Ginevra Lyre,Warrior
Akeyla Atreides,WhiteMage
Mayan Ruins,Scholar
Corven Vindr,Dragoon
Caelia Ehrenfeld,RedMage
Vika Manu,Samurai
Giacinta Geirskogul,Dancer
Grave Net,Warrior
Lynne Arkwright,Paladin
Jester Ehrenfeld,Scholar
Lakaios Tei,Astrologian
Shredder Silverstride,Bard
Harkusu Nacht,Samurai
Meyrinn Tammy,BlackMage
Loumia Citron,Monk
Ichiha Nacht,Summoner
Michie Kawasaki,WhiteMage
Myuio Aquila,Paladin
Luke Celestite,DarkKnight
Wankel Aquila,Scholar
Eira Novalie,Summoner
Koneko Zhang,Samurai
Rana Diheliosa,Machinist
Midori Mitsumine,Dancer
Avoleth Tethren,DarkKnight
Melon Tea,Warrior
Nikki Nori,WhiteMage
Shuji Loetwilfwyn,Scholar
Kneil Nozarashi,Dragoon
Sandra Lauer,Summoner
Archlei Shinzou,BlackMage
Fen'rir Feolthanos,Dancer
Nomonkey Shadowpass,DarkKnight
Xiaomu Senko,Gunbreaker
Deiona Yukira,WhiteMage
Yorisu Ravenclaw,Scholar
Anya Forsyth,Dragoon
Alty Riberules,Samurai
Ksy Ruru,Summoner
Mono Karory,Bard
Rai Nina,DarkKnight
Water Front,Paladin
Noboru Amaguni,WhiteMage
Five Second,Scholar
Tsumiki Mikan,Monk
Lina Slayer,BlackMage
Widwint The-second,Bard
Noah Connolly,Machinist
Xan Kriegor,DarkKnight
Stephanie Flowerpetal,Gunbreaker
Viewing Cuttscene,WhiteMage
Aria Annalisa,Astrologian
Sora Valyrian,Machinist
Kruxt Foo',Monk
Delicious Sandwiches,Dragoon
Ajani Tirel,Dancer
Perry Th'paladin,Paladin
Rhik'a Nosuke,Gunbreaker
C'zangho Fhey,WhiteMage
Sheepshenko Hikaru,Scholar
Xion Riley,Bard
Sutton Kahuu,RedMage
Amethyst Moriarty,Monk
Charlotte Risetta,Dancer
Ori Black,Gunbreaker
Kurusu Koma,DarkKnight
Youki Renno,Scholar
Yu Lisnoir,WhiteMage
Sam Hyde,Dancer
Arte Vandelay,Gunbreaker
Lyn Para,BlackMage
Lumine Archenfell,Machinist
Nasi Nerethos,Dancer
Demon Nightmare,Dragoon
Noire Nerethos,Warrior
Galadhrim Telemnar,Gunbreaker
Aneris Shirona,Scholar
Oshino Shinobu,WhiteMage
Lixia Relanah,Dragoon
Phaydros Athyn,Samurai
Vigoro Thorne,Summoner
Amoria Lightsong,Dancer
Tyger Tyger,Warrior
Erin Auriga,Gunbreaker
Edwin Grizigillesby,WhiteMage
Yuffee Salaheem,WhiteMage
Sarasa Sundstrom,Monk
Hatsuyuki Yasashi,BlackMage
Penela Pea,Dancer
Wheatly Denhart,Ninja
Mercedes Razor,Gunbreaker
Warboss Spincrusha,Warrior
Kric-kric Boom,Astrologian
Luna Moonstone,WhiteMage
Kaeli Lheikhai,Samurai
Doobie Shiva,Monk
Destain Osmont,RedMage
Noellani Enoka,Dancer
Kalista Leclair,Warrior
Aesun Keely,WhiteMage
Merr Ark,Gunbreaker
Alexandra Engelhardt,WhiteMage
Isundar Elcor,Dragoon
Angelus Valesca,Monk
Delvyn Bankston,Machinist
Squeaky Jacks,RedMage
Ren Amamiya,DarkKnight
Elizabeth Moonwhite,Paladin
Kagura Mikazuchi,WhiteMage
Ohelea Moone,Scholar
Miyoko Lunaria,Samurai
Myu Lunaria,RedMage
Shadow Demon,Monk
Isolde Greyheart,DarkKnight
Shiki Ryogi,Warrior
Pocket Dots,WhiteMage
Gia Greshanor,Scholar
Sirokane Ginfeng,Samurai
Arulin Ruka,Monk
Irene Rei,BlackMage
E'ugnie Petih,Bard
Kokoro Aitsuki,Paladin
Tawasi Kamenoko,Warrior
Sannsenn Lemnebal,WhiteMage
Raul Bouguereau,Scholar
Akarra Ethelgol,Monk
Infrevacus Maledict,BlackMage
Bunny Holly,Dragoon
Nintendo Powerbottom,Dancer
Sellyn Hyskaris,Warrior
Howl Jenkins,Gunbreaker
Aers Skyrsch,Scholar
Alucard Backwards,WhiteMage
Kai Kyotu,Monk
C'ishtah Tiah,Dancer
Zenmai Torioi,RedMage
Sierra Mikain,Ninja
Manning Facepunch,Paladin
Tetsuo Kupolight,DarkKnight
Nohvi Rhoya,WhiteMage
Sere Dinhe,Scholar
Tumen Muoi,Samurai
Hilja Lund,Samurai
Dibbles T'nebrae,RedMage
Dmatra Muoi,Dancer
Spector Plissken,Paladin
Mobius Shazarr,Gunbreaker
Rorobi Rarabi,WhiteMage
Chiyuri Hajime,Scholar
Kaylienne Ruiselle,BlackMage
Julie Andrews,Samurai
Slip Smack,Dancer
Ariveth Amell,RedMage
Rey Farelle,Paladin
Vael Solaire,Gunbreaker
A'saunaka Vein,WhiteMage
Ranka Polnareff,Scholar
Amaterasu Hironaka,BlackMage
Kazarian Sindelar,Bard
Line Galen,Dancer
Konn Sharp,Dancer
Riven Rinoa,Gunbreaker
Ryujin Shimada,Gunbreaker
Hiani Barleriand,WhiteMage
Yuzuki Oda,Scholar
Takashi Yamamoto,BlackMage
Nami Auna,Monk
Michelle Willis,Dragoon
Gaelle Raines,Dancer
Cameron Foster,Gunbreaker
Ichiro Saito,DarkKnight
Sena Nyan,WhiteMage
Suds Chosso,Scholar
Alice Cullen,Dragoon
Yumina Kisaragi,Bard
Alice Worrick,Dancer
Yurius Caustic,Ninja
Pho's Phorus,Paladin
Abs Abs,Warrior
Pinku Pinku,WhiteMage
Shino Yumazaki,Scholar
Spiffy Charlie,Samurai
Ianormi Melanie,RedMage
Drachia Stonemill,Dragoon
Kaikai Genhu,Machinist
Narga Izalith,DarkKnight
Yona Lightbringer,Paladin
Yzma Elincia,WhiteMage
Salex Tayjhuu,Scholar
Yazmeen Yatara,Monk
Flobu Montenbelt,BlackMage
Akemi Anekochan,Bard
Sty Raxx,Dragoon
Tharnobael Annuminae,DarkKnight
Mia Morgenrot,Paladin
Cannaa Alberona,WhiteMage
Mekoo Mektoub,Scholar
Amira Valorheart,Dragoon
Shievina Whitetail,BlackMage
Sigma Kline,Machinist
Vorohiin Zeld,RedMage
Evelyn Blumenthal,Paladin
Xixes Lavoie,DarkKnight
Hiza Tensei,WhiteMage
Ace Firestar,Scholar
Pdogg Gillionaire,Monk
Mikka Zharloo,BlackMage
Alexi Vallen,Machinist
Rhiann Driel,Dancer
A'khebica Dinara,Warrior
Dex Ten,DarkKnight
Zan Dyne,Scholar
Veshara Tym,WhiteMage
Apocalus Van'zandt,Dragoon
Alylia Emy,Dancer
Ferro Adamas,Ninja
Sporks Pantalones,RedMage
Cely Bee,Warrior
Ke Bei,Gunbreaker
Seiryuu Seikun,WhiteMage
Maru Bei,Scholar
Shiro Baruu,BlackMage
Shad Strife,Monk
Porouro Apollo,Bard
Snoo Snoogs,BlackMage
Isi Wisi,Gunbreaker
Ach Illes,Paladin
Inspyral Pinkerton,WhiteMage
Makyle Nix,Scholar
Slyfe Tevarah,Dragoon
Jevan Fynn,Summoner
Sunny Rain,Samurai
Sora Nox,Dancer
Drayfix Rose,Gunbreaker
Nhel Eyaduor,Paladin
Celeonia Schneeflocke,Scholar
Quinn Miyumi,WhiteMage
Antonia Xavalien,Dragoon
Verrus Constantine,Dragoon
Shelby Shima,RedMage
Daibutsu San,Warrior
Roshana Sif,DarkKnight
Niola Maxmillias,WhiteMage
Kickya Lipsoff,Astrologian
Shall Bairon,Samurai
Lorna Flohe,Machinist
Rittore Lee,Bard
Yamineko Revenger,Summoner
Patricia Jerunefeld,Gunbreaker
Ruin Focus,DarkKnight
Leviatan Sen,WhiteMage
Dan Sepo,Scholar
Red Lotus,Dragoon
Babamonkey Rocket,Monk
Fugu Fox,Dancer
Atum Nu,BlackMage
Knyssa Callistis,Gunbreaker
Kiwi Cystain,Paladin
Ankey Kilth,Scholar
Lunaris Umbra,WhiteMage
Solinari Whitegod,Monk
Zellius Turna,WhiteMage
Ruke Duskbringer,Samurai
Allyha Kiade,BlackMage
Rhyno Coris,Dancer
Tarkus Coris,Ninja
Sterling Brandelcrant,Gunbreaker
Miranda Blackclaw,Paladin
Tais Aldrynn,WhiteMage
Kendama Tenka,Astrologian
Reakor Kacho,Machinist
Mara'nir Jovuk,RedMage
Eiko Sotonami,Samurai
Lucina Heartfillia,Dancer
Rei Sotomura,Gunbreaker
Haken Browning,DarkKnight
Rosamund Blackdale,WhiteMage
Nia Politan,Astrologian
Asgordus Dreemurr,Samurai
Shenendori Tsukuyo,Dragoon
Tsune Sora,Bard
Hua Cheng,Summoner
Alma Lightcrown,DarkKnight
Memiya Sato,Gunbreaker
Ruari Ornitier,WhiteMage
Nauts Valkem,Astrologian
Alexei Muradel,BlackMage
Shabaz Blueflame,Samurai
Kuiper Lisolis,Dragoon
Zyl Tsujirie,Dancer
Ajinai Qerel,Warrior
Mana Poppins,Gunbreaker
Fenix Dreyar,WhiteMage
Kolotharin Lathyrus,Scholar
Seseli Seli,Machinist
Katiti Kati,Summoner
Viktor Malaguld,RedMage
Satomi Hakase,Ninja
Grundy Byrde,Warrior
Nadine Malaguld,Gunbreaker
Jarha'a Najhal,WhiteMage
Miss Scarlet,Astrologian
Ekrance Danhutt,Samurai
Razphire Synn,Bard
Ballz One,BlackMage
Markhaen Filvazt,Dancer
Isaac Aldridge,Paladin
Kishire Vakarian,DarkKnight
God Mikoto,Scholar
Zaaru Chan,WhiteMage
Vali Tyr,Monk
Kroxii L'uolis,Summoner
Sillyra Tyaka,Samurai
Idriel Kazuto,Bard
Kiarash Hellbrass,Warrior
Luna Licious,Gunbreaker
Ark Egan,Scholar
Telya Sivih,Astrologian
Mu Blackheart,Monk
Areli Leto,Bard
Chai Div,Dancer
Kayvi Inkheart,Summoner
Awful Sweetness,DarkKnight
Kyo Nightray,Paladin
Sharp Edge,Scholar
Uxi Trueheart,WhiteMage
Temujin Adarkim,Dragoon
Xavitaru Bogataru,BlackMage
Z'ane Nunh,Monk
Adenium Laplace,Dancer
Paul Wilson,Gunbreaker
Kondor's Character,Scholar
Neyalin Deixa,DarkKnight
Krystal Light,WhiteMage
Flame Steelblade,Dragoon
June Xo,BlackMage
Riven Bunny,Dancer
Rhena'li Lylithear,Ninja
Beef Soup,Warrior
Blueberrii Candii,Paladin
Vic Angelia,WhiteMage
Yaixo Yaxe,Scholar
Jean Fossaux,Summoner
Viranha Alexander,BlackMage
Caedus Thrawn,Samurai
Zike Voidscale,Dancer
Raines Anbolho,Gunbreaker
Nkag Nyto,Warrior
Lord Zih,WhiteMage
Vidalia Onion,Scholar
Tony Prearia,Samurai
Lione Hydrangea,BlackMage
Aurora Nerothecia,Dancer
Aya Anko,RedMage
Freya Bifrost,Paladin
Azusa Sirogane,DarkKnight
Tutuwa Kha,WhiteMage
Hannah Magnus,Scholar
Heart Felt,BlackMage
Sudon Hellmane,Machinist
Supreme Banhmi,Dancer
Pikachu Willy,Summoner
A'l'e'x'o J'o'h'n's,Warrior
Drachen Knight,DarkKnight
Hamtaro Haruna,WhiteMage
Chaux Deshin,Scholar
Friede Ariandel',BlackMage
Master Martin,Samurai
Proxa Kazuto,RedMage
Jade Fauntleroy,Dancer
Lunette Zvezda,Paladin
Miya Misuu,WhiteMage
Relmz Klonard,Warrior
Hikari Prarvold,WhiteMage
Pet Rock,BlackMage
Suzuran Hana,Samurai
Shinue Kintsugi,Machinist
Magical Girl,Dancer
Nayuta Lanzarote,DarkKnight
Adorable Girl,Scholar
Felt Cute,Samurai
Heygirl Howyoudoin,Monk
Lanfear Damodred,BlackMage
Pale Wolf,Bard
Ashe Anson,Gunbreaker
Breakfast Sausage,Paladin
Brazilian Steakhouse,WhiteMage
Laqa Tia,Scholar
Kanaia Ryunoko,Samurai
Kayra Minaris,Machinist
Sir Lyzzar,RedMage
L'amiha Kobayashi,Bard
Wombom Tomtom,Paladin
Ocean Man,Warrior
Rawly Miyou,WhiteMage
Reshi Kyo,Astrologian
Cernon Sylvarion,Bard
Vojithgar Fyth,Machinist
Morgum Ironhide,Monk
Zelgadas Grey,Samurai
Diamanda Reed,Gunbreaker
Octeck Fhoara,Paladin
Retsuna Mori,Scholar
Katniss Meow,WhiteMage
Deku Taru,Samurai
Manuel Lindi,Dragoon
Sekah'ro Galahar,Summoner
Adeltrud Olter,Dancer
Phyllo Tia'ristel,Gunbreaker
Yoozi Akihiso,WhiteMage
Ed Guy,Paladin
Waxillium Larede,Scholar
Sofus Bandos,RedMage
Shiroko Kaminari,Dragoon
Queila Qerel,Bard
Hedin Neph,Samurai
Rooben Hir'dar,Warrior
Sanna Samsara,Paladin
Git' Gud,WhiteMage
Oryana Ayako,Scholar
Jay Dragon,Summoner
Aruktai Torgud,Samurai
Reji So,Bard
Joelle Curry,Dancer
Levania Meyano,Paladin
Jack Vevela,Warrior
Haname Naeuri,WhiteMage
Quinn Paradoxium,Scholar
Vulasuw Satnu,Machinist
Nova Carter,BlackMage
Iona Tempest,Bard
Sun Eyes,Monk
Big Doink,Warrior
Dwarven Light,Paladin
Visus Tayuun,WhiteMage
Bunnify Argetlam,Scholar
Kiritah Tsuki,BlackMage
Zosimos Magnes,Samurai
Emily Kaiho,Ninja
Absinthe Wood,Dancer
Niran Ashbel,Gunbreaker
Rosette Alair,WhiteMage
Tsuya Rokuyari,Gunbreaker
Asdjs Ljanta,Scholar
Zelse Chevalier,Dragoon
Dribont Furukawa,Monk
Tipper Moocow,BlackMage
Stix Lutece,Dancer
Poe Taeto,Warrior
Roe Foe,Paladin
Battousai Augi,Scholar
Nunu Bear,WhiteMage
Kiryn Dusk,Machinist
Z' Lyiri,Bard
Elesia Iskani'elashya,RedMage
Taz Wobongoding,Warrior
Cosbysaurus Rex,DarkKnight
Rook Merryweather,Scholar
Georgie Evangeline,WhiteMage
Tabby Chan,Samurai
Ryoga Tarujima,Dragoon
Wallace White,RedMage
Alyn Faust,Dancer
Akane Ursus,DarkKnight
Ryze Knyght,Warrior
Zemina Groma,Scholar
Hymeriaha Blossom,WhiteMage
Grimnir Noir,Samurai
Jennifer Vaelestraza,BlackMage
Drills Ice,RedMage
Auri Evans,Dancer
Selande Asearus,Paladin
Aersca Windsong,Gunbreaker
Seli Kinz',WhiteMage
Serenity Solarity,Astrologian
Lucia Valenhart,Dragoon
Lunch Box,Monk
Azullo Winterclaw,Dancer
Boo Beru,Gunbreaker
Carmen Wills,Paladin
Aries Shion,WhiteMage
Pichi Lovet,Scholar
H'korolon Raha,Dragoon
Mia Sieglinde,Monk
Reimi Sutuart,Bard
Yore Yorena,RedMage
Liebe Kid,Paladin
Slea Sanbon,Warrior
Miina Luci,WhiteMage
Pattun Miller,Scholar
Wist Lilac,Samurai
Kanon Kousaki,Dragoon
Alma Rico,Bard
Koyoru Sophia,BlackMage
Kanaruta Kimori,Gunbreaker
Kame X',Paladin
Mina Lissamphibia,WhiteMage
Bireleys Lucita,Scholar
Mifune Kenshin,Machinist
Rieke Payne,Summoner
Khepri Mindbender,BlackMage
Raine Alerion,Samurai
Flami Eldritch,DarkKnight
Chef Ramsay,Warrior
Innova Emeraude,WhiteMage
Luffy Love,Scholar
Catman Do,Summoner
Paul Ibarra,Bard
Pyste Albright,Samurai
Renee Capreae,Monk
Keiko Myau,Paladin
Drelin Vahl,Warrior
Tonberry Rngesus,WhiteMage
Acidious Rage,Astrologian
Fried Friend,Monk
Taisto Zodic,Samurai
Seph Delarosa,Summoner
Sakura Fairchild,WhiteMage
Marshall Frost,Paladin
Linley Tera,DarkKnight
Romana Colgate,Scholar
Clifton Holt,Monk
Choco Plate,Machinist
Aqua Lavena,Bard
Chronic Fistagon,BlackMage
P'fhiroh Qolnh,Gunbreaker
Lufia Sinistral,DarkKnight
Bremlona Eyrifalkwyn,WhiteMage
Gioxenl Giovanni,Scholar
Azura Uzuki,Samurai
Xavier Savior,Monk
Luna Vestra,Machinist
Ryan Chrono,RedMage
Cota Horo,Paladin
Caskin Horne,DarkKnight
Kayleen Chalahko,WhiteMage
Meia Horne,Scholar
Hox Bigsby,Samurai
Sephira Rhaefall,Summoner
Eldwick Zarpos,Bard
Ruaridh Martens,Dancer
Seph Wise,DarkKnight
Casmiri Branwen,Gunbreaker
Mystic Rex,WhiteMage
Veda Arushi,Astrologian
Une Coulle,BlackMage
Nicholas Gherr,Bard
Akih Shunfei,Dancer
Lupus Fatalis,Samurai
F'indra Onikhuma,Warrior
Jin Xerosena,Paladin
Neet Chans,Scholar
Ruby Gale,WhiteMage
Acrue Clo,RedMage
Manu Miao,Samurai
Kaliyah Moonshade,Bard
Iseryn Carmelle,Dancer
Cirina Mierqid,Paladin
Bison Ex,DarkKnight
Ashjura Vansin,WhiteMage
Tuck Frots,WhiteMage
Decus Soulguard,Bard
Scherza Heartstrings,Summoner
Aver Deen,Ninja
Moist Remali,Dancer
Dias Ragnvaldur,Gunbreaker
Angeal Ragnarok,DarkKnight
Nier Ragnvaldur,WhiteMage
Rubiss Tantegel,Scholar
Ohlala Chica,BlackMage
Viktor White,Samurai
Ankihu Zamkinu,Ninja
Alessa Visough,Dancer
Void Tracer,Paladin
Heda Ortega,Warrior
Saadi Tomoe,WhiteMage
Cyara Cis,Astrologian
Skeed Zaw,Monk
Akimi Yumina,Summoner
Skalkaya Fray,BlackMage
Worldbreaker Psywind,Dancer
Alma Drows,DarkKnight
Suleiman Ibn'humeida,WhiteMage
Kao Kao,Paladin
Moko Pon,Scholar
Riley Tsuki,BlackMage
Mirra Mercer,Dragoon
Cain Highwin,Samurai
Ashe Boombastic,Dancer
Voleta Astrala,Paladin
Jimmy Twoshoes,DarkKnight
Sammy-slug Ioiodora,WhiteMage
Mdya Mind,Astrologian
Elk Crossing,Monk
Meastoso Disperde,Dancer
Anadeius Etherias,BlackMage
Harlequin D'ranged,Warrior
Orgun Pendragon,Paladin
Qetzzim Nara,WhiteMage
Mysidia Baron,Scholar
River Lacenti,BlackMage
Sir Jarfers,Samurai
Free Dh,RedMage
Black Harvest,Bard
Felix Marquette,Warrior
Ryku Stormborn,Gunbreaker
Melisande Azeria,WhiteMage
Myerd Myuru,Scholar
Mizzium Mortars,RedMage
Sho Chan,Machinist
Lucifer Zeek,Samurai
Ichi Harmonia,Monk
Akiti Ar,DarkKnight
Farron Marron,Paladin
Nit Fairclough,WhiteMage
Selena Caelum,Astrologian
Maglor Makalaure,Bard
Aleire Aubrey,Summoner
Relic Zozo,Dragoon
Hinata Hyugah,RedMage
Panda Blackhart,Warrior
Galahdra Azshtar,DarkKnight
Alice Katow,WhiteMage
Kazalus Narok,Astrologian
Shas Hien,Monk
Nothrex Mort,Monk
Hux Mequa,Summoner
Podgas Nightmare,Bard
Korphy Jigglypuff,Warrior
Sata Geno,Warrior
Ruk'a Drasil,Scholar
Alexx Tigerlily,WhiteMage
V'nul Cinders,Dragoon
Xion Elakha,Monk
Tomoya Okazaki,RedMage
Dinastii Maximoff,Dancer
Sai Omega,Warrior
Thalos Drenden,Gunbreaker
Honora Drenden,WhiteMage
Stark Eagle,Scholar
Rubedo Fox,BlackMage
Neko Musume,Machinist
Yysara Brynhilde,Samurai
Finali Odinkin,Monk
Amaya Rei,Gunbreaker
Igneal Leshayd,Paladin
Aerien Kindrie,WhiteMage
Formerly Unknown,Astrologian
Saki Mitsuru,Dragoon
Noct Jen,Bard
Chance Dangers,RedMage
Reina Elpida,Samurai
Rial Dowren,Gunbreaker
Kori Velachar,DarkKnight
Ariabelle Panipahr,WhiteMage
Ionatan Leighis,Astrologian
Adya Ura,Machinist
Chadillac Aurelias,BlackMage
Meril'lys Vulpemezi,Dragoon
Hash Brown,Samurai
Tyranna Dazkar,Gunbreaker
Dante Byrgenwerth,DarkKnight
Fei Miru,WhiteMage
Ted Mosby,WhiteMage
Lydia Vesparian,Dragoon
Xandir Moraine,Summoner
A'zumyn Bhen,BlackMage
Megurine Luka,Dancer
Final Freak,Gunbreaker
Early Lily,Paladin
Fabled Fox,WhiteMage
Almaz Hiro,Scholar
Sinnon Sakai,Monk
Chen Ill-omen,Machinist
Dub Crookz,Dragoon
Ptr Skeeter,Dancer
Timmy Tomma,DarkKnight
Sweetgirl Xoxo,Warrior
Ade Day,Scholar
Shoe Daddy,WhiteMage
Hikari Kitsune,Dragoon
Aya Kuriyama,Summoner
Anya Koroshiya,Ninja
Hiya Kitsune,Dancer
Ginti Kyo,DarkKnight
Xezla Zeer,Paladin
Skye Zeer,WhiteMage
Potato Queen,Astrologian
Suikan Ya,Samurai
Levi Caitsith,Machinist
Ga Ta,Summoner
Shiva Rain,Dragoon
Azure Rain,Gunbreaker
Ki-Tae Yoongi,Paladin
Eluuna Akito,WhiteMage
Min Yoongi,Astrologian
Valimae Rainteaux,Bard
Ith Reaper,Dragoon
Mythrayn Draghnev,Paladin
Mei'li Rose,Astrologian
Jeruna Tyrell,Monk
Jastaway Ery,Summoner
Leno Seele,Dragoon
Bucchi Kitten,Dancer
Chris Lengard,Warrior
Revi Diesel,DarkKnight
Hiwa Kitsugi,Scholar
Happybless Chasa,WhiteMage
Creme Noyaux,Monk
Joe Dove,Dragoon
Lumierre D'la-cruz,Samurai
Kean Atreides,Bard
Vayn Eden,Warrior
Daval Maheriel,Paladin
Earas Fendel,WhiteMage
Scarlet Serenity,Scholar
Lumie Faros,BlackMage
Brig Faros,Monk
Claire Valkyrie,Bard
Nyaruko Lovecraft,Dancer
Moro Acina,DarkKnight
A'ghol Armis,Paladin
Sinna Bun,Scholar
Francois Sagat,Astrologian
Lolbreak Dazkar,Dragoon
Jenji Seraph,Summoner
Irie Gwynbleidd,Bard
Blue Thunder,Gunbreaker
Syn Seraph,WhiteMage
J'inwa Droah,Scholar
Ithuriel Sapphire,Monk
Tempest Silverwind,BlackMage
Ex Fiend,Dragoon
Kazuma Uchiha,Dancer
Green Apple,Paladin
Einwulf Dayheart,Gunbreaker
Lobelia Silverwind,WhiteMage
Kinzley Rhaize,Scholar
Jeanne Alterria,Dragoon
Lonzo Ball,Samurai
Room Temperatureiq,Bard
Yukiko Setsuko,Dancer
Hime Sama,DarkKnight
Hotaru Ichijo,Paladin
Shonkz San,WhiteMage
Lux Spark,Scholar
Azrael Ryu,Gunbreaker
Sol Celeste,Astrologian
Titus Artorius,Samurai
Dominique La'fleur,Dragoon
Alixila Shishihime,RedMage
Xio Nightshard,Dancer
Rokku Swarfjaryn,Paladin
Nalukai Swarfjaryn,Warrior
Erioch Koren,WhiteMage
Eiduinn Callir,Scholar
Cheru Wyes,Monk
Migi Branford,Machinist
Yuu Strashe,Bard
Ayu Rayray,RedMage
Archet Piece,Warrior
Syuka Snowhaze,Gunbreaker
Crisia Siphon,WhiteMage
Meruse Desu,Scholar
Aira Tsukigami,BlackMage
Artemia Seraphis,Dragoon
Nil Jundyr,Dancer
Azure Sopheria,Summoner
Nico Nocturne,DarkKnight
Lapis Gladiolus,Paladin
Runa Nethiket,WhiteMage
Zhelia Wetmire,Scholar
Jeeves Starlite,Machinist
Zalin Branford,Summoner
Vivellion Steno,Dragoon
Luna Starlite,Bard
Bro Mac,Paladin
S'ora Muppe,Warrior
Ashley Brice,WhiteMage
Sharo Kirima,Scholar
Ganbaatar Of-mol,Dragoon
Zack Arkwright,RedMage
Tyreal Noreth,Dancer
Nemi Nasi,Dancer
Slicknuts Shortwick,Warrior
Dynamia Crescent,Gunbreaker
Ciani Wing,Scholar
Cecily Reeve,WhiteMage
Gucci Pown,RedMage
Fatum Darkness,Summoner
Diamior Elynn,Ninja
Glade Fufu,Bard
Nagashka Mowy,Warrior
Serfnet Amethyce,Paladin
Khantain Flint,Scholar
Yuukki Asuna,WhiteMage
Pon Valeriant,Machinist
Nhagi Reclus,Dragoon
Torustar Lemat,Samurai
Oi Kos,BlackMage
Liber Schere,Paladin
Swear Doll,DarkKnight
Lecia Grand,Scholar
Yun Peridot,WhiteMage
Yaya Nekota,Dragoon
Milla Lauran,Samurai
Sing Wing,RedMage
Klee Tamago,Bard
Hiro King,DarkKnight
Nise Nise,Paladin
Hoyoyo Hoyo,WhiteMage
Yuzu Salt,Scholar
Ex Lasto,Dragoon
Smile Faction,Monk
Moefist Momo,BlackMage
Zoomer Akkerman,Bard
Kasrow Alex,Paladin
Kregam Datovitski,DarkKnight
Hessa Adn,Astrologian
Amelia Samoun,WhiteMage
Xalina Chwan,Monk
Crocfelon Aurochs,Bard
Delila Tar'jersi,RedMage
